FilingDate,0,2.7699999809265137,3.833329916000366,1.4700000286102295,0.163332998752594,@ Fecha de presentacién :,0,4.289999961853027,3.8866701126098633,0.5899999737739563,0.08999989926815033,11.08.2000
Classification,0,4.333330154418945,1.7433300018310547,0.6033329963684082,0.16666699945926666,@ nm. cnf;,0,4.976669788360596,1.783329963684082,0.6866670250892639,0.11333300173282623,H04Q 7/38
RepresentiveFL,0,4.223330020904541,7.753330230712891,0.7033330202102661,0.1933329999446869,I @ Agehte:,0,4.973330020904541,7.820000171661377,1.323330044746399,0.10999999940395355,"Curell Sunol, Marcelino"
ApplicationNumber,0,2.7699999809265137,3.6333301067352295,1.7566699981689453,0.16666699945926666,@ Nmimero de solicitud europeaz,0,4.570000171661377,3.6866700649261475,0.663332998752594,0.08999989926815033,00954058 .4
PublicationDate,0,2.7699999809265137,4.019999980926514,2.2100000381469727,0.1599999964237213,@ Numero dc publicacién de Ia solicitudz,0,5.026669979095459,4.070000171661377,0.4566659927368164,0.08999969810247421,1208713
ApplicantFL,0,4.309999942779541,5.793330192565918,0.7300000190734863,0.16666699945926666,® Titular/es:,0,5.086669921875,5.853330135345459,1.7033300399780273,0.09333319962024689,QUALCOMM INCORPORATED
TitleFL,-1,0.0,0.0,0.0,0.0,,0,1.0766700506210327,5.170000076293945,6.343329906463623,0.1599999964237213,"® Titulcz Procedimiento y sistema para Ilevar a cabo una transferencia, tal como una transferencia entre siste"
InventorFL,0,4.309999942779541,6.78000020980835,0.8266670107841492,0.16666699945926666,@ Inventor/es:,0,5.179999828338623,6.836669921875,0.8633340001106262,0.1166670024394989,"Sarkar, Sandip;"
Priority,0,1.2799999713897705,5.849999904632568,0.5033329725265503,0.0900001972913742,Pricridad:,0,1.8300000429153442,5.849999904632568,1.2100000381469727,0.0900001972913742,11.08.1999 US 372261
PublicationNumber,0,2.7699999809265137,4.203330039978027,2.1133298873901367,0.163332998752594,@ Fecha de publicacién de Ia sclicitudz,0,4.926670074462891,4.256669998168945,0.5933330059051514,0.0900001972913742,29.05.2002
